,index,Unnamed: 0,business_city,business_state,business_street1,business_street2,business_zip,cik,firm_name,mailing_city,mailing_state,mailing_street1,mailing_street2,mailing_zip
1153,4954,4954,HONESDALE,PA,717 MAIN ST,PO BOX 269,18431,1013272,NORWOOD FINANCIAL CORP,HONESDALE,PA,717 MAIN ST,PO BOX 269,18431
1154,4960,4960,NEW YORK,NY,"711 STEWART AVE, SUITE 200",GARDEN CITY,11530,868278,"ProPhase Labs, Inc.",NEW YORK,NY,"711 STEWART AVE, SUITE 200",GARDEN CITY,11530
1155,4970,4970,RESTON,VA,12355 SUNRISE VALLEY DRIVE,SUITE 520,20191,1847590,Bowman Consulting Group Ltd.,RESTON,VA,12355 SUNRISE VALLEY DRIVE,SUITE 520,20191
1156,4972,4972,RICHMOND,VA,8565 MAGELLAN PKWY,SUITE 400,23227,1823794,ARKO Corp.,RICHMOND,VA,8565 MAGELLAN PKWY,SUITE 400,23227
1159,4987,4987,LEXINGTON,MA,65 HAYDEN AVENUE,SUITE 3000N,02421,1367920,"CONCERT PHARMACEUTICALS, INC.",LEXINGTON,MA,65 HAYDEN AVENUE,SUITE 3000N,02421
1160,4988,4988,HORSHAM,PA,5 WALNUT GROVE DRIVE,SUITE 140,19044,1051514,"STRATA Skin Sciences, Inc.",HORSHAM,PA,5 WALNUT GROVE DRIVE,SUITE 140,19044
1161,4991,4991,RADNOR,PA,"RADNOR CORPORATE CENTER, BUILDING ONE","SUITE 200, 100 MATSONFORD ROAD",19087,1722482,"Avantor, Inc.",RADNOR,PA,"RADNOR CORPORATE CENTER, BUILDING ONE","SUITE 200, 100 MATSONFORD ROAD",19087
1162,4996,4996,SAN JOSE,CA,224 AIRPORT PARKWAY,SUITE 550,95110,709283,QUANTUM CORP /DE/,SAN JOSE,CA,224 AIRPORT PARKWAY,SUITE 550,95110
1163,4997,4997,IRVING,TX,1901 GATEWAY DRIVE,SUITE 100,75038,701719,Envela Corp,IRVING,TX,1901 GATEWAY DRIVE,SUITE 100,75038
1164,5000,5000,CASTLE ROCK,CO,202 6TH STREET,SUITE 400,80104,1360565,"Where Food Comes From, Inc.",CASTLE ROCK,CO,202 6TH STREET,SUITE 400,80104
1167,5013,5013,HESPERIA,CA,9329 MARIPOSA,SUITE 210,92344,1888654,"5E Advanced Materials, Inc.",HESPERIA,CA,9329 MARIPOSA,SUITE 210,92344
1168,5015,5015,DOWNERS GROVE,IL,3500 LACEY ROAD,SUITE 700,60515,1383058,Invesco DB Oil Fund,DOWNERS GROVE,IL,3500 LACEY ROAD,SUITE 700,60515
1169,5019,5019,ELMIRA,NY,ONE CHEMUNG CANAL PLZ,P O BOX 1522,14902,763563,CHEMUNG FINANCIAL CORP,ELMIRA,NY,ONE CHEMUNG CANAL PLZ,P O BOX 1522,14902
1170,5020,5020,AUSTIN,TX,"13215 BEE CAVE PARKWAY, BUILDING B",SUITE 230,78738,1751143,"ATLAS TECHNICAL CONSULTANTS, INC.",AUSTIN,TX,"13215 BEE CAVE PARKWAY, BUILDING B",SUITE 230,78738
1171,5021,5021,NEW YORK,NY,1178 BROADWAY,"SUITE 1450, 3RD FLOOR",10001,1667313,"Zedge, Inc.",NEW YORK,NY,1178 BROADWAY,"SUITE 1450, 3RD FLOOR",10001
1172,5023,5023,CULVER CITY,CA,600 CORPORATE POINTE,SUITE 320,90230,1819113,"Science 37 Holdings, Inc.",CULVER CITY,CA,600 CORPORATE POINTE,SUITE 320,90230
1173,5025,5025,FLAGSTAFF,AZ,3140 N. CADEN COURT,SUITE 1,86004,1680378,"SenesTech, Inc.",FLAGSTAFF,AZ,3140 N. CADEN COURT,SUITE 1,86004
1174,5027,5027,SAN JUAN,PR,1519 PONCE DE LEON AVE,SANTURCE,00908-0146,1057706,FIRST BANCORP /PR/,SAN JUAN,PR,1519 PONCE DE LEON AVE,PO BOX 9146,00908-0146
1175,5035,5035,DALLAS,TX,12700 PARK CENTRAL DRIVE,SUITE 1700,75251,1539638,"Triumph Bancorp, Inc.",DALLAS,TX,12700 PARK CENTRAL DRIVE,SUITE 1700,75251
1177,5044,5044,NORTH CHARLESTON,SC,4920 O'HEAR AVENUE,SUITE 400,29405,1653477,Ingevity Corp,NORTH CHARLESTON,SC,4920 O'HEAR AVENUE,SUITE 400,29405
1178,5048,5048,LAS VEGAS,NV,1180 NORTH TOWN CENTER DRIVE,SUITE 100,89144,1858327,"dMY Technology Group, Inc. VI",LAS VEGAS,NV,1180 NORTH TOWN CENTER DRIVE,SUITE 100,89144
1179,5049,5049,SOMERSET,NJ,7 CLYDE ROAD,SOMERSET,08873,1582982,"CareCloud, Inc.",SOMERSET,NJ,7 CLYDE ROAD,SOMERSET,08873
1180,5054,5054,DENVER,CO,6900 EAST LAYTON AVENUE,SUITE 900,80237,1338065,"DCP Midstream, LP",DENVER,CO,6900 EAST LAYTON AVENUE,SUITE 900,80237
1181,5065,5065,MIDLAND,TX,415 WEST WALL STREET,SUITE 475,79701,66418,MEXCO ENERGY CORP,MIDLAND,TX,415 WEST WALL STREET,SUITE 475,79701
1182,5066,5066,ROSEMEAD,CA,"2244 WALNUT GROVE AVE,",P O BOX 800,91770,827052,EDISON INTERNATIONAL,ROSEMEAD,CA,"2244 WALNUT GROVE AVE,",P O BOX 800,91770
1183,5070,5070,CINCINNATI,OH,GREAT AMERICAN INSURANCE GROUP TOWER,301 E. 4TH STREET,45202,1042046,AMERICAN FINANCIAL GROUP INC,CINCINNATI,OH,GREAT AMERICAN INSURANCE GROUP TOWER,301 E. 4TH STREET,45202
1184,5071,5071,SAN JOSE,CA,3590 NORTH FIRST STREET,SUITE 210,95134,1575793,Energous Corp,SAN JOSE,CA,3590 NORTH FIRST STREET,SUITE 210,95134
1185,5073,5073,BELLEVUE,WA,11120 NE 2ND STREET,SUITE 100,98004,1138978,"Novo Integrated Sciences, Inc.",BELLEVUE,WA,11120 NE 2ND STREET,SUITE 100,98004
1186,5077,5077,BOCA RATON,FL,980 N FEDERAL HWY,#304,33432,1864531,DIGITAL HEALTH ACQUISITION CORP.,BOCA RATON,FL,980 N FEDERAL HWY,#304,33432
1187,5082,5082,PLYMOUTH MEETING,PA,220 WEST GERMANTOWN PIKE,SUITE 250,19462,1725255,AdaptHealth Corp.,PLYMOUTH MEETING,PA,220 WEST GERMANTOWN PIKE,SUITE 250,19462
1189,5086,5086,HOUSTON,TX,1221 MCKINNEY ST,SUITE 700,77010,1489393,LyondellBasell Industries N.V.,HOUSTON,TX,1221 MCKINNEY ST,SUITE 700,77010
1190,5089,5089,KENNESAW,GA,125 TOWNPARK DRIVE,SUITE 300,30144,1885461,ShoulderUP Technology Acquisition Corp.,KENNESAW,GA,125 TOWNPARK DRIVE,SUITE 300,30144
1191,5094,5094,SAN DIEGO,CA,"AINOS, INC.",8880 RIO SAN DIEGO DRIVE SUITE 800,92108,1014763,"Ainos, Inc.",SAN DIEGO,CA,"AINOS, INC.",8880 RIO SAN DIEGO DRIVE SUITE 800,92108
1192,5102,5102,CHARLOTTE,NC,6210 ARDREY KELL ROAD,SUITE 600,28277,918541,NN INC,CHARLOTTE,NC,6210 ARDREY KELL ROAD,SUITE 600,28277
1193,5103,5103,HOUSTON,TX,2600 SOUTH GESSNER,SUITE 500,77063,1175535,Whitestone REIT,HOUSTON,TX,2600 SOUTH GESSNER,SUITE 500,77063
1194,5104,5104,CAMBRIDGE,MA,100 BINNEY ST,SUITE 700,02142,1819133,"Tango Therapeutics, Inc.",CAMBRIDGE,MA,100 BINNEY ST,SUITE 700,02142
1195,5109,5109,GREENWOOD VILLAGE,CO,6400 S. FIDDLERS GREEN CIRCLE,SUITE 1400,80111,1425627,"SOBR Safe, Inc.",GREENWOOD VILLAGE,CO,6400 S. FIDDLERS GREEN CIRCLE,SUITE 1400,80111
1196,5114,5114,OKLAHOMA CITY,OK,14201 CALIBER DRIVE,SUITE 300,73134,1679268,"MAMMOTH ENERGY SERVICES, INC.",OKLAHOMA CITY,OK,14201 CALIBER DRIVE,SUITE 300,73134
1197,5119,5119,NEENAH,WI,PLEXUS CORP,ONE PLEXUS WAY,54956,785786,PLEXUS CORP,NEENAH,WI,PLEXUS CORP,ONE PLEXUS WAY,54956
1198,5130,5130,NEW YORK,NY,320 PARK AVENUE,8TH FLOOR,10022,1399249,"Pzena Investment Management, Inc.",NEW YORK,NY,320 PARK AVENUE,8TH FLOOR,10022
1199,5133,5133,BRIDGEWATER,NJ,200 CROSSING BOULEVARD,3RD FLOOR,08807,1131554,SYNCHRONOSS TECHNOLOGIES INC,BRIDGEWATER,NJ,200 CROSSING BOULEVARD,3RD FLOOR,08807
1200,5135,5135,LEHI,UT,4100 N. CHAPEL RIDGE RD,SUITE 200,84043,1643953,"Purple Innovation, Inc.",LEHI,UT,4100 N. CHAPEL RIDGE RD,SUITE 200,84043
1201,5139,5139,HAYWARD,CA,25821 INDUSTRIAL BOULEVARD,SUITE 400,94545,1427925,ACELRX PHARMACEUTICALS INC,HAYWARD,CA,25821 INDUSTRIAL BOULEVARD,SUITE 400,94545
1202,5142,5142,MIAMI,FL,2125 BISCAYNE BLVD,SUITE 253,33137,1893311,CORPHOUSING GROUP INC.,MIAMI,FL,2125 BISCAYNE BLVD,SUITE 253,33137
1203,5143,5143,PANAMA CITY BEACH,FL,130 RICHARD JACKSON BLVD,SUITE 200,32407,745308,ST JOE Co,PANAMA CITY BEACH,FL,130 RICHARD JACKSON BLVD,SUITE 200,32407
1204,5147,5147,San Diego,CA,10655 SORRENTO VALLEY ROAD,SUITE 200,92121,1383701,Histogen Inc.,San Diego,CA,10655 SORRENTO VALLEY ROAD,SUITE 200,92121
1205,5155,5155,ST. LOUIS PARK,MN,1601 UTICA AVENUE SOUTH,SUITE 900,55416,1465740,TWO HARBORS INVESTMENT CORP.,ST. LOUIS PARK,MN,1601 UTICA AVENUE SOUTH,SUITE 900,55416
1206,5157,5157,ST LOUIS,MO,1901 CHOUTEAU AVE,MC 1310,63166-6149,1002910,AMEREN CORP,ST LOUIS,MO,1901 CHOUTEAU AVE,MC 1310,63103
1207,5160,5160,OAKLAND,CA,1300 CLAY STREET,SUITE 500,94612,1752036,California BanCorp,OAKLAND,CA,1300 CLAY STREET,SUITE 500,94612
1208,5162,5162,NEW YORK,NY,445 PARK AVENUE,9TH FLOOR,10022,1842566,BYTE Acquisition Corp.,NEW YORK,NY,445 PARK AVENUE,9TH FLOOR,10022
1209,5163,5163,TUCSON,AZ,5210 E. WILLIAMS CIRCLE,SUITE 750,85711,1362190,AUDIOEYE INC,TUCSON,AZ,5210 E. WILLIAMS CIRCLE,SUITE 750,85711
1210,5169,5169,HOUSTON,TX,1360 POST OAK BLVD,SUITE 100,77056,94344,STEWART INFORMATION SERVICES CORP,HOUSTON,TX,1360 POST OAK BLVD,SUITE 100,77056
1211,5172,5172,HOUSTON,TX,575 N. DAIRY ASHFORD,"ENERGY CENTER II, SUITE 210",77079,1141197,PEDEVCO CORP,HOUSTON,TX,575 N. DAIRY ASHFORD,"ENERGY CENTER II, SUITE 210",77079
1212,5175,5175,CHICAGO,IL,205 N. MICHIGAN AVENUE,SUITE 3770,60601,1849280,"G Squared Ascend II, Inc.",CHICAGO,IL,205 N. MICHIGAN AVENUE,SUITE 3770,60601
1213,5181,5181,LITTLETON,CO,SUITE 200,10758 W. CENTENNIAL ROAD,80127,1375205,UR-ENERGY INC,LITTLETON,CO,SUITE 200,10758 W. CENTENNIAL ROAD,80127
1214,5188,5188,HOUSTON,TX,842 WEST SAM HOUSTON PARKWAY NORTH,SUITE 400,77024,98222,TIDEWATER INC,HOUSTON,TX,842 WEST SAM HOUSTON PARKWAY NORTH,SUITE 400,77024
1215,5191,5191,WALL,NJ,3349 HIGHWAY 138,"BUIDING A, SUITE E",07719,1019034,BIO KEY INTERNATIONAL INC,WALL,NJ,3349 HIGHWAY 138,"BUIDING A, SUITE E",07719
1216,5192,5192,CHICO,CA,TRICO BANCSHARES,63 CONSTITUTION DRIVE,95973,356171,TRICO BANCSHARES /,CHICO,CA,TRICO BANCSHARES,63 CONSTITUTION DRIVE,95973
1217,5194,5194,LOS ANGELES,CA,2000 AVENUE OF THE STARS,SUITE 1000-N,90067,1487712,AIR LEASE CORP,LOS ANGELES,CA,2000 AVENUE OF THE STARS,SUITE 1000-N,90067
1219,5196,5196,PHOENIX,AZ,2525 EAST ARIZONA BILTMORE CIRCLE,SUITE 237,85016,1606698,"ALPINE 4 HOLDINGS, INC.",PHOENIX,AZ,2525 EAST ARIZONA BILTMORE CIRCLE,SUITE 237,85016
1220,5197,5197,OLYMPIA,WA,201 FIFTH AVENUE S.W.,P O BOX 1578,98501,1046025,HERITAGE FINANCIAL CORP /WA/,OLYMPIA,WA,205 5TH AVE SW,P O BOX 1578,98501
1221,5201,5201,NEW YORK,NY,300 VESEY STREET,9TH FLOOR,10282,1460329,"Fluent, Inc.",NEW YORK,NY,300 VESEY STREET,9TH FLOOR,10282
1222,5204,5204,RADNOR,PA,150 NORTH RADNOR-CHESTER ROAD,SUITE F-200,19087,86115,SAFEGUARD SCIENTIFICS INC,RADNOR,PA,150 NORTH RADNOR-CHESTER ROAD,SUITE F-200,19087
1223,5205,5205,ATLANTA,GA,TWO PEACHTREE POINTE,"1555 PEACHTREE STREET, NE",30309,1437071,Invesco Mortgage Capital Inc.,ATLANTA,GA,TWO PEACHTREE POINTE,"1555 PEACHTREE STREET, NE",30309
1225,5210,5210,LAS VEGAS,NV,6720 VIA AUSTI PARKWAY,SUITE 450,89119,1801368,MP Materials Corp. / DE,LAS VEGAS,NV,6720 VIA AUSTI PARKWAY,SUITE 450,89119
1226,5218,5218,HAMDEN,CT,ONE HAMDEN CENTER,"2319 WHITNEY AVENUE, SUITE 3B",06518,1017303,TRANSACT TECHNOLOGIES INC,HAMDEN,CT,ONE HAMDEN CENTER,"2319 WHITNEY AVENUE, SUITE 3B",06518
1227,5231,5231,EMERYVILLE,CA,5858 HORTON STREET,SUITE 320,94608,1689657,"Berkeley Lights, Inc.",EMERYVILLE,CA,5858 HORTON STREET,SUITE 320,94608
1228,5246,5246,DALLAS,TX,1920 MCKINNEY AVENUE,7TH FLOOR,75201,1763950,Lantern Pharma Inc.,DALLAS,TX,1920 MCKINNEY AVENUE,7TH FLOOR,75201
1229,5248,5248,DALLAS,TX,13355 NOEL ROAD,SUITE 1100,75240,1881551,Nubia Brand International Corp.,DALLAS,TX,13355 NOEL ROAD,SUITE 1100,75240
1230,5253,5253,NEW YORK,NY,3 BRYANT PARK,SUITE 2400A,10036,1703644,Granite Point Mortgage Trust Inc.,NEW YORK,NY,3 BRYANT PARK,SUITE 2400A,10036
1231,5254,5254,DALLAS,TX,14185 DALLAS PARKWAY,SUITE 300,75254,900075,COPART INC,DALLAS,TX,14185 DALLAS PARKWAY,SUITE 300,75254
1232,5257,5257,GLEN ALLEN,VA,4991 LAKE BROOK DRIVE,STE 100,23060,826675,DYNEX CAPITAL INC,GLEN ALLEN,VA,4991 LAKE BROOK DRIVE,STE 100,23060
1233,5260,5260,SAN FRANCISCO,CA,55 FRANCISCO STREET,SUITE 600,94133,1573221,"TheRealReal, Inc.",SAN FRANCISCO,CA,55 FRANCISCO STREET,SUITE 600,94133
1234,5262,5262,NEW YORK,NY,C/O TISHMAN SPEYER,"ROCKEFELLER CENTER, 45 ROCKEFELLER PLAZA",10111,1832737,Tishman Speyer Innovation Corp. II,NEW YORK,NY,C/O TISHMAN SPEYER,"ROCKEFELLER CENTER, 45 ROCKEFELLER PLAZA",10111
1235,5267,5267,BATTLE CREEK,MI,ONE KELLOGG SQ,P O BOX 3599,49016-3599,55067,KELLOGG CO,BATTLE CREEK,MI,ONE KELLOGG SQUARE,P O BOX 3599,49016-3599
1236,5277,5277,CHICAGO,IL,121 W WACKER DR.,STE 2050,60601,1044777,OneSpan Inc.,CHICAGO,IL,121 W WACKER DR.,STE 2050,60601
1237,5286,5286,DALLAS,TX,200 CRESCENT COURT,SUITE 1400,75201,1013706,"Wilhelmina International, Inc.",DALLAS,TX,200 CRESCENT COURT,SUITE 1400,75201
1238,5297,5297,WALNUT CREEK,CA,1850 MT. DIABLO BLVD.,SUITE 640,94596,1472494,"United States Brent Oil Fund, LP",WALNUT CREEK,CA,1850 MT. DIABLO BLVD.,SUITE 640,94596
1239,5301,5301,HOUSTON,TX,4550 POST OAK PLACE DRIVE,SUITE 300,77027,1841425,CENAQ Energy Corp.,HOUSTON,TX,4550 POST OAK PLACE DRIVE,SUITE 300,77027
1240,5309,5309,DALLAS,TX,1717 MAIN STREET MC6404,ATTN: DARLENE PERSONS,75201,28412,COMERICA INC /NEW/,DALLAS,TX,1717 MAIN STREET MC6404,ATTN: DARLENE PERSONS,75201
1241,5310,5310,NEW YORK,NY,717 FIFTH AVENUE,24TH FLOOR,10022,1842659,Corsair Partnering Corp,NEW YORK,NY,717 FIFTH AVENUE,24TH FLOOR,10022
1243,5320,5320,NEW YORK,NY,570 LEXINGTON AVENUE,35TH FLOOR,10022,1823034,Hudson Executive Investment Corp. III,NEW YORK,NY,570 LEXINGTON AVENUE,35TH FLOOR,10022
1244,5330,5330,NEWARK,CT,850 LIBRARY AVENUE,SUITE 204,19711,1931691,Mobiv Acquisition Corp,NEWARK,CT,850 LIBRARY AVENUE,SUITE 204,19711
1245,5337,5337,SEATTLE,WA,201 ELLIOTT AVE. W,SUITE 260,98119,1445499,IMPEL PHARMACEUTICALS INC,SEATTLE,WA,201 ELLIOTT AVE. W,SUITE 260,98119
1246,5338,5338,GREENWICH,CT,475 STEAMBOAT ROAD,.,06830,11544,BERKLEY W R CORP,GREENWICH,CT,475 STEAMBOAT ROAD,.,06830
1247,5341,5341,WINTER PARK,FL,369 N. NEW YORK AVE.,SUITE 201,32789,1786117,"Alpine Income Property Trust, Inc.",WINTER PARK,FL,369 N. NEW YORK AVE.,SUITE 201,32789
1249,5348,5348,DENVER,CO,1400 WEWATTA STREET,SUITE 850,80202,1870143,RCF Acquisition Corp.,DENVER,CO,1400 WEWATTA STREET,SUITE 850,80202
1250,5357,5357,MINNETONKA,MN,12701 WHITEWATER DRIVE,SUITE 100,55343,1021270,"BBQ HOLDINGS, INC.",MINNETONKA,MN,12701 WHITEWATER DRIVE,SUITE 100,55343
1251,5360,5360,NEW YORK,NY,650 FIFTH AVE,30TH FLOOR,10019,1526113,"Global Net Lease, Inc.",NEW YORK,NY,650 FIFTH AVE,30TH FLOOR,10019
1253,5386,5386,FORT WORTH,TX,4150 INTERNATIONAL PLAZA,SUITE 300,76109,1651094,"Elevate Credit, Inc.",FORT WORTH,TX,4150 INTERNATIONAL PLAZA,SUITE 300,76109
1255,5388,5388,CHICAGO,IL,8700 W. BRYN MAWR AVE.,SUITE 900S,60631,1575434,"Vericity, Inc.",CHICAGO,IL,8700 W. BRYN MAWR AVE.,SUITE 900S,60631
1256,5395,5395,SANTA CLARA,CA,2200 MISSION COLLEGE BLVD,RNB-4-151,95054,50863,INTEL CORP,SANTA CLARA,CA,2200 MISSION COLLEGE BLVD,RNB-4-151,95054
1257,5401,5401,EMERYVILLE,CA,2100 POWELL STREET,SUITE 720,94608,1029142,DYNAVAX TECHNOLOGIES CORP,EMERYVILLE,CA,2100 POWELL STREET,SUITE 720,94608
1258,5404,5404,HERNDON,VA,505 HUNTMAR PARK DRIVE,SUITE 300,20170,1124941,BEACON ROOFING SUPPLY INC,HERNDON,VA,505 HUNTMAR PARK DRIVE,SUITE 300,20170
1259,5408,5408,BOSTON,MA,ONE DESIGN CENTER PLACE,SUITE 850,02210,949870,BOSTON BEER CO INC,BOSTON,MA,ONE DESIGN CENTER PLACE,SUITE 850,02210
1260,5410,5410,CHICAGO,IL,222 MERCHANDISE MART PLAZA,SUITE 2024,60654,1124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",CHICAGO,IL,222 MERCHANDISE MART PLAZA,SUITE 2024,60654
1261,5412,5412,AUSTIN,TX,C/O NATIONAL WESTERN LIFE INSURANCE CO.,PO BOX 209080,78720-9080,1635984,"National Western Life Group, Inc.",AUSTIN,TX,C/O NATIONAL WESTERN LIFE INSURANCE CO.,PO BOX 209080,78720-9080
1262,5416,5416,ATLANTA,GA,ONE CONCOURSE PARKWAY,SUITE 500,30328,1468666,SecureWorks Corp,ATLANTA,GA,ONE CONCOURSE PARKWAY,SUITE 500,30328
1264,5434,5434,ATLANTA,GA,3500 LENOX RD. NE,SUITE 1500,30326,1677077,"Alzamend Neuro, Inc.",ATLANTA,GA,3500 LENOX RD. NE,SUITE 1500,30326
1265,5435,5435,LA JOLLA,CA,4275 EXECUTIVE SQUARE,SUITE 300,92037,1226616,MEDICINOVA INC,LA JOLLA,CA,4275 EXECUTIVE SQUARE,SUITE 300,92037
1266,5438,5438,SAN FRANCISCO,CA,268 BUSH STREET,#350,94104,1653482,Gitlab Inc.,SAN FRANCISCO,CA,268 BUSH STREET,#350,94104
1267,5441,5441,DELAWARE,OH,109 INNOVATION COURT,SUITE J,43015,1528930,"Franchise Group, Inc.",DELAWARE,OH,109 INNOVATION COURT,SUITE J,43015
1268,5442,5442,EVANSTON,IL,1603 ORRINGTON AVENUE,SUITE 820,60201,1513363,FIDUS INVESTMENT Corp,EVANSTON,IL,1603 ORRINGTON AVENUE,SUITE 820,60201
1269,5445,5445,AUSTIN,TX,7801 N CAPITAL OF TEXAS HIGHWAY,SUITE 260,78731,1069530,CASSAVA SCIENCES INC,AUSTIN,TX,7801 N CAPITAL OF TEXAS HIGHWAY,SUITE 260,78731
1270,5448,5448,NEW YORK,NY,199 WATER STREET,31ST FLOOR,10038,1882078,Arisz Acquisition Corp.,NEW YORK,NY,199 WATER STREET,31ST FLOOR,10038
1271,5450,5450,DENVER,CO,1595 WYNKOOP STREET,SUITE 800,80202,927003,ADVANCED ENERGY INDUSTRIES INC,DENVER,CO,1595 WYNKOOP STREET,SUITE 800,80202
1272,5451,5451,ROCKVILLE,MD,9717 KEY WEST AVENUE,SUITE 100,20850,1293818,OPGEN INC,ROCKVILLE,MD,9717 KEY WEST AVENUE,SUITE 100,20850
1273,5454,5454,CHARLESTOWN,MA,500 RUTHERFORD AVENUE,3RD FLOOR,02129,1707502,Solid Biosciences Inc.,CHARLESTOWN,MA,500 RUTHERFORD AVENUE,3RD FLOOR,02129
1275,5464,5464,HOUSTON,TX,NINE GREENWAY PLAZA,SUITE 1300,77046,1698990,Magnolia Oil & Gas Corp,HOUSTON,TX,NINE GREENWAY PLAZA,SUITE 1300,77046
1276,5475,5475,DENVER,CO,1550 WEWATTA STREET,SUITE 1000,80202,1712184,Liberty Latin America Ltd.,DENVER,CO,1550 WEWATTA STREET,SUITE 1000,80202
1277,5480,5480,CLAYTON,MO,150 NORTH MERAMEC,150 NORTH MERAMEC,63105,1025835,ENTERPRISE FINANCIAL SERVICES CORP,CLAYTON,MO,150 NORTH MERAMEC,150 NORTH MERAMEC,63105
1278,5481,5481,LOS ANGELES,CA,ATTN:  JASON MILLER,1444 SOUTH ALAMEDA STREET,90021,912463,GUESS INC,LOS ANGELES,CA,ATTN:  JASON MILLER,1444 SOUTH ALAMEDA STREET,90021
1279,5486,5486,SAN FRANCISCO,CA,"C/O FIGURE TECHNOLOGIES, INC.","650 CALIFORNIA STREET, SUITE 2700",94108,1839550,Figure Acquisition Corp. I,SAN FRANCISCO,CA,"C/O FIGURE TECHNOLOGIES, INC.","650 CALIFORNIA STREET, SUITE 2700",94108
1280,5488,5488,WOBURN,MA,19 PRESIDENTIAL WAY,SUITE 201,01801,1121702,"YIELD10 BIOSCIENCE, INC.",WOBURN,MA,19 PRESIDENTIAL WAY,SUITE 201,01801
1281,5491,5491,ALACHUA,FL,13631 PROGRESS BLVD.,SUITE 400,32615,805928,"Axogen, Inc.",ALACHUA,FL,13631 PROGRESS BLVD.,SUITE 400,32615
1282,5494,5494,FRANKLIN,TN,3326 ASPEN GROVE DRIVE,SUITE 150,37067,1631569,Community Healthcare Trust Inc,FRANKLIN,TN,3326 ASPEN GROVE DRIVE,SUITE 150,37067
1283,5496,5496,SUWANEE,GA,3950 JOHNS CREEK COURT,SUITE 100,30024,1339005,FEMASYS INC,SUWANEE,GA,3950 JOHNS CREEK COURT,SUITE 100,30024
1284,5499,5499,ANDOVER,MA,100 BURTT ROAD,SUITE 115,01810,1354866,Byrna Technologies Inc.,ANDOVER,MA,100 BURTT ROAD,SUITE 115,01810
1285,5503,5503,CAMBRIDGE,MA,160 SECOND STREET,CAMBRIDGE,02142,764195,VBI Vaccines Inc/BC,CAMBRIDGE,MA,160 SECOND STREET,CAMBRIDGE,02142
1286,5517,5517,NORCROSS,GA,4960 PEACHTREE INDUSTRIAL BOULEVARD,SUITE 240,30071,1133416,GALECTIN THERAPEUTICS INC,NORCROSS,GA,4960 PEACHTREE INDUSTRIAL BOULEVARD,SUITE 240,30071
1287,5519,5519,SAN FRANCISCO,CA,2269 CHESTNUT ST,#523,94123,1773751,"Hims & Hers Health, Inc.",SAN FRANCISCO,CA,2269 CHESTNUT ST,#523,94123
1288,5520,5520,BOSTON,MA,292 NEWBURY STREET,SUITE 293,02115,1822873,Lefteris Acquisition Corp.,BOSTON,MA,292 NEWBURY STREET,SUITE 293,02115
1289,5523,5523,HOUSTON,TX,4400 POST OAK PARKWAY,SUITE 2200,77027,1551901,Stellus Capital Investment Corp,HOUSTON,TX,4400 POST OAK PARKWAY,SUITE 2200,77027
1290,5525,5525,SAN FRANCISCO,CA,C/O BULLPEN CAPITAL,215 2ND ST,94105,1856724,Bullpen Parlay Acquisition Co,SAN FRANCISCO,CA,C/O BULLPEN CAPITAL,215 2ND ST,94105
1291,5527,5527,SOUTH SAN FRANCISCO,CA,400 OYSTER POINT BOULEVARD,SUITE 221,64080,1692830,"Satsuma Pharmaceuticals, Inc.",SOUTH SAN FRANCISCO,CA,400 OYSTER POINT BOULEVARD,SUITE 221,64080
1292,5529,5529,CAMBRIDGE,MA,50 HAMPSHIRE STREET,SUITE 401,02139,1671818,"Oncorus, Inc.",CAMBRIDGE,MA,50 HAMPSHIRE STREET,SUITE 401,02139
1293,5531,5531,WASHINGTON,DC,2001 S STREET NW,SUITE 320,20009,1852767,Galata Acquisition Corp.,WASHINGTON,DC,2001 S STREET NW,SUITE 320,20009
1294,5535,5535,MIDLAND,TX,500 WEST TEXAS AVENUE,SUITE 1200,79701,1602065,Viper Energy Partners LP,MIDLAND,TX,500 WEST TEXAS AVENUE,SUITE 1200,79701
1295,5537,5537,WALTHAM,MA,95 SAWYER ROAD,SUITE 110,02453,1651407,"Checkpoint Therapeutics, Inc.",WALTHAM,MA,95 SAWYER ROAD,SUITE 110,02453
1297,5543,5543,PLANO,TX,4949 HEDGCOXE ROAD,SUITE 200,75024,29002,DIODES INC /DEL/,PLANO,TX,4949 HEDGCOXE ROAD,SUITE 200,75024
1298,5544,5544,KANSAS CITY,MO,4801 MAIN STREET,SUITE 1000,64112,1843249,Northern Genesis Acquisition Corp. III,KANSAS CITY,MO,4801 MAIN STREET,SUITE 1000,64112
1299,5546,5546,CALIFORNIA,CA,2042 CORTE DEL NOGAL,CARLSBAD,92011,1460702,"Qualigen Therapeutics, Inc.",CALIFORNIA,CA,2042 CORTE DEL NOGAL,CARLSBAD,92011
1300,5552,5552,DENVER,CO,1515 ARAPAHOE ST.,"TOWER 3, SUITE 400",80202,1615165,"Veritone, Inc.",DENVER,CO,1515 ARAPAHOE ST.,"TOWER 3, SUITE 400",80202
1301,5554,5554,NEW YORK,NY,650 MADISON AVNUE,23RD FLOOR,10022,1372807,Portman Ridge Finance Corp,NEW YORK,NY,650 MADISON AVNUE,23RD FLOOR,10022
