,business_city,business_state,business_street1,business_street2,business_zip,cik,firm_name,mailing_city,mailing_state,mailing_street1,mailing_street2,mailing_zip
5984,SAN DIEGO,CA,7610 MIRAMAR RD,BLDG 6000,92126-2313,0000740664,R F INDUSTRIES LTD,SAN DIEGO,CA,7620 MIRAMAR RD #4100,7620 MIRAMAR RD #4100,92126-4202
5985,EATONTOWN,NJ,4 INDUSTRIAL WAY WEST,SUITE 300,07724,0000945983,"Wayside Technology Group, Inc.",EATONTOWN,NJ,4 INDUSTRIAL WAY WEST,SUITE 300,07724
5986,GREENWICH,CT,125 GREENWICH AVENUE,3RD FLOOR,06830,0001749817,"Belpointe REIT, Inc.",GREENWICH,CT,125 GREENWICH AVENUE,3RD FLOOR,06830
5987,ST. PETERSBURG,FL,7901 4TH ST. N,SUITE 4174,33702,0001563298,Energy & Water Development Corp,ST. PETERSBURG,FL,7901 4TH ST. N,SUITE 4174,33702
5988,SAN FRANCISCO,CA,1 LETTERMAN DRIVE,"BUILDING D, SUITE M500",94129,0001827076,Dragoneer Growth Opportunities Corp. III,SAN FRANCISCO,CA,1 LETTERMAN DRIVE,"BUILDING D, SUITE M500",94129
5989,LONDON,X0,"LEGALINX LTD, ONE FETTER LANE",,EC4A 1BR,0001639877,Ferroglobe PLC,LONDON,X0,"LEGALINX LTD, ONE FETTER LANE",,EC4A 1BR
5990,NEW YORK,NY,DEUTSCHE BANK AG - LEGAL DEPARTMENT,"1 COLUMBUS CIRCLE, 19TH FLOOR",10019,0001159508,DEUTSCHE BANK AKTIENGESELLSCHAFT,NEW YORK,NY,DEUTSCHE BANK AG - LEGAL DEPARTMENT,"1 COLUMBUS CIRCLE, 19TH FLOOR",10019
5991,COUNTY DUBLIN IRELAN,L2,C/O RYANAIR LTD CORPORATE HEAD OFFICE,DUBLIN AIRPORT,,0001038683,RYANAIR HOLDINGS PLC,NEW YORK,NY,CT CORPORATION SYSTEM,1633 BROADWAY,10019
5992,SANTA PAULA,CA,1141 CUMMINGS ROAD,,93060,0001342423,Limoneira CO,SANTA PAULA,CA,1141 CUMMINGS ROAD,,93060
5993,NEW YORK,NY,1359 BROADWAY,2ND FLOOR,10018,0001551306,"Progyny, Inc.",NEW YORK,NY,1359 BROADWAY,2ND FLOOR,10018
5994,ONTARIO CANADA,A6,275 FRANK TOMPA DRIVE,WATERLOO,N2L 0A1,0001002638,OPEN TEXT CORP,ONTARIO CANADA,A6,275 FRANK TOMPA DRIVE,WATERLOO,N2L 0A1
5995,ADDISON,TX,15800 DOOLEY RD.,SUITE 200,75001,0001575659,"Rapid Therapeutic Science Laboratories, Inc.",ADDISON,TX,15800 DOOLEY RD.,SUITE 200,75001
5996,WALTHAM,MA,200 SMITH STREET,,02451,0001654151,"Deciphera Pharmaceuticals, Inc.",WALTHAM,MA,200 SMITH STREET,,02451
5997,VICTORIA 3000,C3,120 COLLINS STREET,MELBOURNE,AUSTRALIA,0000887028,RIO TINTO LTD,ALBANY,NY,RIO TINTO SERVICES INC.,80 STATE STREET,12207-2543
5998,BILLINGS,MT,P O BOX 30918,401 NO 31ST STREET,59116-0918,0000860413,FIRST INTERSTATE BANCSYSTEM INC,BILLINGS,MT,P O BOX 30918,401 NO 31ST STREET,59116-0918
5999,CHARLOTTESVILLE,VA,1180 SEMINOLE TRAIL,SUITE 495,22901,0001513525,"ADIAL PHARMACEUTICALS, INC.",CHARLOTTESVILLE,VA,1180 SEMINOLE TRAIL,SUITE 495,22901
6000,VANCOUVER,A1,810 - 789 WEST PENDER STREET,,V6C1H2,0001832761,BC Craft Supply Co. Ltd.,VANCOUVER,A1,810 - 789 WEST PENDER STREET,,V6C1H2
6001,CHICAGO,IL,214 WEST HURON STREET,,60654,0001808220,"GoHealth, Inc.",CHICAGO,IL,214 WEST HURON STREET,,60654
6002,NEW YORK,NY,345 PARK AVENUE SOUTH,12TH FLOOR,10010,0001863294,DA32 Life Science Tech Acquisition Corp.,NEW YORK,NY,345 PARK AVENUE SOUTH,12TH FLOOR,10010
6003,ENGLEWOOD,CO,9197 S PEORIA STREET,,80112,0001013880,"TTEC Holdings, Inc.",ENGLEWOOD,CO,9197 S PEORIA STREET,,80112
6004,TEL AVIV,L3,8 ELIEZER KAPLAN STREET,,6473409,0001762301,Fiverr International Ltd.,TEL AVIV,L3,8 ELIEZER KAPLAN STREET,,6473409
6005,ALAMOGORDO,NM,500 EAST 10TH STREET,SUITE 100,88310,0001668340,"Bancorp 34, Inc.",ALAMOGORDO,NM,500 EAST 10TH STREET,SUITE 100,88310
6006,"GUANGZHOU, GUANGDONG",J0,"NO. 8 SONGGANG ROAD, CHANGXING STREET","CENCUN, TIANHE DISTRICT",510640,0001810997,XPENG INC.,"GUANGZHOU, GUANGDONG",J0,"NO. 8 SONGGANG ROAD, CHANGXING STREET","CENCUN, TIANHE DISTRICT",510640
6007,EDGEWOOD,NY,200A EXECUTIVE DR,,11717,0000889348,CPI AEROSTRUCTURES INC,EDGEWOOD,NY,91 HEARTLAND BLVD,,11717
6008,CHARLOTTE,NC,11215 NORTH COMMUNITY HOUSE ROAD,,28277,0001929561,"RXO, Inc.",CHARLOTTE,NC,11215 NORTH COMMUNITY HOUSE ROAD,,28277
6009,ARDSLEY,NY,420 SAW MILL RIVER ROAD,,10502,0001008848,ACORDA THERAPEUTICS INC,ARDSLEY,NY,420 SAW MILL RIVER ROAD,,10502
6010,DALLAS,TX,2481 MANANA DRIVE,,75220,0001525769,"Dave & Buster's Entertainment, Inc.",DALLAS,TX,2481 MANANA DRIVE,,75220
6011,WILMINGTON,DE,100 BELLEVUE PARKWAY,,19809,0001306550,BlackRock Energy & Resources Trust,WILMINGTON,DE,100 BELLEVUE PARKWAY,,19809
6012,BEAVERTON,OR,15268 NW GREENBRIER PKWY,,97006,0001682149,"WISA TECHNOLOGIES, INC.",BEAVERTON,OR,15268 NW GREENBRIER PKWY,,97006
6013,CAMARACI BAHIA BRAZIL,D5,RUA ETEND NO 1561,,42810-000,0001071438,BRASKEM SA,CAMACARI BAHIA BRAZI,D5,RUA ETENO NO 1561,,42810-000
6014,DEER PARK,IL,21925 W. FIELD PARKWAY,SUITE 235,60010-7278,0001710340,"Eton Pharmaceuticals, Inc.",DEER PARK,IL,21925 W. FIELD PARKWAY,SUITE 235,60010-7278
6015,MORTON GROVE,IL,6431 W OAKTON,,60053,0000814586,"Lifeway Foods, Inc.",MORTON GROVE,IL,6431 W OAKTON,,60053
6016,MADISON,WI,550 SCIENCE DRIVE,,53711,0001289868,Madison Covered Call & Equity Strategy Fund,MADISON,WI,550 SCIENCE DRIVE,,53711
6017,DUARTE,CA,2399 BATEMAN AVENUE,,91010,0001830072,iPower Inc.,DUARTE,CA,2399 BATEMAN AVENUE,,91010
6018,YARDLEY,PA,1020 STONY HILL ROAD,SUITE 300,19067,0001494650,"OptiNose, Inc.",YARDLEY,PA,1020 STONY HILL ROAD,SUITE 300,19067
6019,TOCCOA,GA,285 BIG A ROAD,,30577,0001127993,"GALAXY NEXT GENERATION, INC.",TOCCOA,GA,285 BIG A ROAD,,30577
6020,MENLO PARK,CA,"1800 EL CAMINO REAL, SUITE D",,94027,0001880438,"AN2 Therapeutics, Inc.",MENLO PARK,CA,"1800 EL CAMINO REAL, SUITE D",,94027
6021,TORONTO,A6,333 BAY STREET,SUITE 2400,M5H 2T6,0000903571,GOLDEN STAR RESOURCES LTD.,TORONTO,A6,333 BAY STREET,SUITE 2400,M5H 2T6
6022,NEW YORK,NY,7 TIMES SQUARE,SUITE 2503,10036,0001390478,"SELLAS Life Sciences Group, Inc.",NEW YORK,NY,7 TIMES SQUARE,SUITE 2503,10036
6023,FERGUS FALLS,MN,215 S CASCADE ST,PO BOX 496,56538-0496,0001466593,Otter Tail Corp,FERGUS FALLS,MN,215 S CASCADE ST,PO BOX 496,56538-0496
6024,BREA,CA,1405 PIONEER STREET,,92821,0001499961,MULLEN AUTOMOTIVE INC.,BREA,CA,1405 PIONEER STREET,,92821
6025,ST. AUGUSTINE,FL,135 JENKINS STREET,"SUITE 105B, #356",32086,0001825270,"Maverick Energy Group, Ltd.",ST. AUGUSTINE,FL,135 JENKINS STREET,"SUITE 105B, #356",32086
6026,CARLSBAD,CA,2173 SALK AVENUE,SUITE 200,92008,0000876343,"Lineage Cell Therapeutics, Inc.",CARLSBAD,CA,2173 SALK AVENUE,SUITE 200,92008
6027,POINTE-CLAIRE,A8,6500 TRANS-CANADA HIGHWAY,4TH FLOOR,H9R 0A5,0001402328,"Sunshine Biopharma, Inc",POINTE-CLAIRE,A8,6500 TRANS-CANADA HIGHWAY,4TH FLOOR,H9R 0A5
6028,OXFORDSHIRE,X0,90 PARK DRIVE,"MILTON PARK, ABINGDON",OX14 4RY,0001671927,Immunocore Holdings plc,OXFORDSHIRE,X0,90 PARK DRIVE,"MILTON PARK, ABINGDON",OX14 4RY
6029,SUNNYVALE,CA,1213 INNSBRUCK DR.,,94089-2918,0001397702,Silk Road Medical Inc,SUNNYVALE,CA,1213 INNSBRUCK DR.,,94089-2918
6030,NEW YORK,NY,"445 PARK AVENUE, 9TH FLOOR",,10022,0001855467,Chavant Capital Acquisition Corp.,NEW YORK,NY,"445 PARK AVENUE, 9TH FLOOR",,10022
6031,TOKYO,M0,NISHISHINJUKU 1-26-1,SHINJUKU-KU,160-8338,0001669414,"Sompo Japan Nipponkoa Holdings, Inc./ADR",NEW YORK,NY,C/O PATTERSON BELKNAP C/O H. RASPE,1133 AVENUE OF THE AMERICAS,10036
6032,LAS VEGAS,NV,TWO SUMMERLIN,,89135,0001816906,"Gaming Technologies, Inc.",LAS VEGAS,NV,TWO SUMMERLIN,,89135
6033,KOWLOON,K3,"13/F, LE DIAMANT, 703 NATHAN ROAD",MONGKOK,00000,0001747624,Fit Boxx Holdings Ltd,KOWLOON,K3,"13/F, LE DIAMANT, 703 NATHAN ROAD",MONGKOK,00000
6034,WALTHAM,MA,100 BEAVER STREET,,02453,0001792694,Affinia Therapeutics Inc.,WALTHAM,MA,100 BEAVER STREET,,02453
6035,SISLI ISTANBUL,W8,KUSTEPE MAHALLESI MECIDIYEKOY YOLU,CADDE NO: 12 TRUMP TOWERS KULE 2 K2,34387,0001850235,D-MARKET Electronic Services & Trading,SISLI ISTANBUL,W8,KUSTEPE MAHALLESI MECIDIYEKOY YOLU,CADDE NO: 12 TRUMP TOWERS KULE 2 K2,34387
6036,RIO DE JANEIRO,D5,"AVENIDA MARECHAL FLORIANO, 168",,2008-002,0001447221,Light S.A.,RIO DE JANEIRO,D5,"AVENIDA MARECHAL FLORIANO, 168",,2008-002
6037,BOSTON,MA,255 STATE STREET,9TH FLOOR,02109,0001583648,"PIERIS PHARMACEUTICALS, INC.",BOSTON,MA,255 STATE STREET,9TH FLOOR,02109
6038,DENVER,CO,P.O. BOX 328,,80200-0328,0001288795,Clough Global Dividend & Income Fund,DENVER,CO,P.O. BOX 328,,80200-0328
6039,BETHESDA,MD,#3 BETHESDA METRO CENTER,SUITE 700,20814,0001343009,CNBX Pharmaceuticals Inc.,BETHESDA,MD,#3 BETHESDA METRO CENTER,SUITE 700,20814
6040,LOUISVILLE,KY,1441 GARDINER LANE,,40213,0001041061,YUM BRANDS INC,LOUISVILLE,KY,1900 COLONEL SANDERS LANE,,40213
6041,CHICAGO,IL,321 NORTH CLARK STREET #2430,,60654,0001703079,XAI Octagon Floating Rate & Alternative Income Term Trust,CHICAGO,IL,321 NORTH CLARK STREET #2430,,60654
6042,BRAINTREE,MA,30 BRAINTREE HILL OFFICE PARK,SUITE 101,02184,0001863105,"EngageSmart, Inc.",BRAINTREE,MA,30 BRAINTREE HILL OFFICE PARK,SUITE 101,02184
6043,GLENDALE,CA,701 WESTERN AVENUE,,91201-2349,0001393311,Public Storage,GLENDALE,CA,701 WESTERN AVENUE,,91201-2349
6044,FO TAN,K3,"UNIT 1813, 18/F, FO TAN INDUSTRIAL CENTR",26-28 AU PUI WAN STREET,00000,0000774415,"KING RESOURCES, INC.",FO TAN,K3,"UNIT 1813, 18/F, FO TAN INDUSTRIAL CENTR",26-28 AU PUI WAN STREET,00000
6045,SAN FRANCISCO,CA,300 GRANT AVENUE,3RD FLOOR,94108,0001866757,"Brilliant Earth Group, Inc.",SAN FRANCISCO,CA,300 GRANT AVENUE,3RD FLOOR,94108
6046,TUCSON,AZ,2505 N. ALVERNON WAY,,85712,0001300938,"ABCO Energy, Inc.",TUCSON,AZ,2505 N. ALVERNON WAY,,85712
6047,BOSTON,MA,60 STATE STREET,5TH FLOOR,02109,0001864290,"Pioneer Municipal High Income Opportunities Fund, Inc.",BOSTON,MA,60 STATE STREET,5TH FLOOR,02109
6048,VANCOUVER,WA,201 NE PARK PLAZA DRIVE,SUITE 100,98684,0001001385,NORTHWEST PIPE CO,VANCOUVER,WA,201 NE PARK PLAZA DRIVE,SUITE 100,98684
6049,CALGARY,A0,919 11 AVENUE SW,SUITE 300,T2R1P3,0001766600,SNDL Inc.,CALGARY,A0,919 11 AVENUE SW,SUITE 300,T2R1P3
6050,OVERLAND PARK,KS,6363 COLLEGE BOULEVARD,SUITE 100A,66211,0001526329,"TORTOISE PIPELINE & ENERGY FUND, INC.",OVERLAND PARK,KS,6363 COLLEGE BOULEVARD,SUITE 100A,66211
6051,KALISPELL,MT,1001 S MAIN STREET STE 4036,,59901,0001702541,RIVEX TECHNOLOGY CORP.,KALISPELL,MT,1001 S MAIN STREET STE 4036,,59901
6052,YARDLEY,PA,770 TOWNSHIP LINE ROAD,,19067,0001219601,CROWN HOLDINGS INC,YARDLEY,PA,770 TOWNSHIP LINE ROAD,,19067
6053,HAMILTON,D0,CLARENDON HOUSE,2 CHURCH STREET,HM11,0001730430,"Kiniksa Pharmaceuticals, Ltd.",HAMILTON,D0,CLARENDON HOUSE,2 CHURCH STREET,HM11
6054,PIRAEUS,J3,"1, AKTI XAVERIOU AVENUE",,18538,0001558465,"PETROGRESS, INC",PIRAEUS,J3,"1, AKTI XAVERIOU AVENUE",,18538
6055,DALLAS,TX,325 N. ST. PAUL STREET,SUITE 2650,75201,0001522690,"GWG Holdings, Inc.",DALLAS,TX,325 N. ST. PAUL STREET,SUITE 2650,75201
6056,VIENNA,VA,8229 BOONE BLVD .,SUITE 802,22182,0000725363,CEL SCI CORP,VIENNA,VA,8229 BOONE BLVD.,SUITE 802,22182
6057,NORTH POINT,K3,"1504, 15F., 18 JAVA ROAD",,NONE,0001365357,"ZZLL INFORMATION TECHNOLOGY, INC",NORTH POINT,K3,"1504, 15F., 18 JAVA ROAD",,NONE
6058,DEFIANCE,OH,401 CLINTON ST,,43512,0000767405,"SB FINANCIAL GROUP, INC.",DEFIANCE,OH,401 CLINTON STREET,PO BOX 467,43512
6059,NEW YORK,NY,1633 BROADWAY,,10019,0001190935,PIMCO CORPORATE & INCOME OPPORTUNITY FUND,NEW YORK,NY,1633 BROADWAY,,10019
6060,SHENZHEN,F4,1503 ZHONGZHOU BUILDING,JINTIAN ROAD,518033,0001885840,Fortune Joy International Acquisition Corp,SHENZHEN,F4,1503 ZHONGZHOU BUILDING,JINTIAN ROAD,518033
6061,ST LOUIS,MO,555 MARYVILLE UNIVERSITY DRIVE,SUITE 400,63141,0001093082,HUTTIG BUILDING PRODUCTS INC,CHESTERFIELD,MO,PO BOX 1041,,63006-1041
6062,RIVONIA,T3,18 GEORGE AVE,,2129,0001160798,"C2E ENERGY, INC.",RIVONIA,T3,18 GEORGE AVE,,2129
6063,SAN DIEGO,CA,10355 SCIENCE CENTER DRIVE,SUITE 240,92121,0001668069,"DECIPHER BIOSCIENCES, INC.",SAN DIEGO,CA,10355 SCIENCE CENTER DRIVE,SUITE 240,92121
6064,RALEIGH,NC,"5420 WADE PARK BLVD., SUITE 206",,27607,0001786842,Vontier Corp,RALEIGH,NC,"5420 WADE PARK BLVD., SUITE 206",,27607
6065,LOS GATOS,CA,750 UNIVERSITY AVENUE,SUITE 280,95032,0001420520,Atomera Inc,LOS GATOS,CA,750 UNIVERSITY AVENUE,SUITE 280,95032
6066,VANCOUVER,A1,SUITE 915 - 700 WEST PENDER STREET,,V6C 1G8,0001642178,Algernon Pharmaceuticals Inc.,VANCOUVER,A1,SUITE 915 - 700 WEST PENDER STREET,,V6C 1G8
6067,ATLANTA,GA,1240 WEST WESLEY ROAD,,30327,0001822366,Altitude Acquisition Corp.,ATLANTA,GA,1240 WEST WESLEY ROAD,,30327
6068,"LISHUI, ZHEJIANG PROVINCE",F4,801 BIXING STREET,BIHU COUNTY,323006,0001786511,"AnPac Bio-Medical Science Co., Ltd.","LISHUI, ZHEJIANG PROVINCE",F4,801 BIXING STREET,BIHU COUNTY,323006
6069,NEW YORK,NY,260 MADISON AVENUE,8TH FLOOR,10016,0001850059,Flag Ship Acquisition Corp,NEW YORK,NY,260 MADISON AVENUE,8TH FLOOR,10016
6070,SUNNYVALE,CA,1310 CHESAPEAKE TERRACE,,94089,0001138723,ACCURAY INC,SUNNYVALE,CA,1310 CHESAPEAKE TERRACE,,94089
6071,NEW YORK,NY,2 WALL STREET,FL. 8,10005,0001626556,"AMERICAN EDUCATION CENTER, INC.",NEW YORK,NY,2 WALL STREET,FL. 8,10005
6072,PHILADELPHIA,PA,"1200 INTREPID AVENUE, 2ND FLOOR",,19112,0000084129,RITE AID CORP,HARRISBURG,PA,PO BOX 3165,,17105
6073,LAS VEGAS,NV,3600 LAS VEGAS BLVD S,,89109,0000789570,MGM Resorts International,LAS VEGAS,NV,3600 LAS VEGAS BLVD S.,,89109
6074,LAS VEGAS,NV,3755 BREAKTHROUGH WAY,#300,89135,0001806156,Gaming & Hospitality Acquisition Corp.,LAS VEGAS,NV,3755 BREAKTHROUGH WAY,#300,89135
6075,HAINAN PROVINCE,F4,"5-1-1206 HEFENG JIANGAN, NIANQING RD.","MEILAN DISTRICT, HAIKOU",570203,0001006840,"Cang Bao Tian Xia International Art Trade Center, Inc.",HAINAN PROVINCE,F4,"5-1-1206 HEFENG JIANGAN, NIANQING RD.","MEILAN DISTRICT, HAIKOU",570203
6076,RIVERWOODS,IL,2500 LAKE COOK ROAD,,60015,0001393612,Discover Financial Services,RIVERWOODS,IL,2500 LAKE COOK ROAD,,60015
6077,KATY,TX,1773 WESTBOROUGH DR.,,77449,0001339205,Arkose Energy Corp.,KATY,TX,1773 WESTBOROUGH DR.,,77449
6078,HOUSTON,TX,3262 WESTHEIMER RD.,SUITE 706,77098,0001848756,Pyrophyte Acquisition Corp.,HOUSTON,TX,3262 WESTHEIMER RD.,SUITE 706,77098
6079,CHARLOTTE,NC,2415 CASCADE POINTE BOULEVARD,,28208,0001012100,SEALED AIR CORP/DE,CHARLOTTE,NC,2415 CASCADE POINTE BOULEVARD,,28208
6080,TEXAS,TX,"1111 W 12TH STREET, #113",AUSTIN,78703,0001657045,NEXT-ChemX Corporation.,TEXAS,TX,"1111 W 12TH STREET, #113",AUSTIN,78703
6081,NORWALK,CT,401 MERRITT 7,,06851,0000020520,"Frontier Communications Parent, Inc.",NORWALK,CT,401 MERRITT 7,,06851
6082,ANDOVER,MA,2 TECH DRIVE,SUITE 201,01810,0001049502,MKS INSTRUMENTS INC,ANDOVER,MA,2 TECH DRIVE,SUITE 201,01810
6083,VANCOUVER,A1,1055 WEST HASTINGS STREET,SUITE 2200,V6E 2E9,0000795800,Premium Nickel Resources Ltd.,NORTH VANCOUVER,A1,PO BOX 63623 CAPILANO PO,,V7P 3P1
6084,NORTHLAKE,TX,1912 FARMER BROTHERS DRIVE,,76262,0000034563,FARMER BROTHERS CO,FORT WORTH,TX,P O BOX 77057,,76177
6085,KIRKLAND,WA,2300 CARILLON POINT,,98033,0001829615,Colicity Inc.,KIRKLAND,WA,2300 CARILLON POINT,,98033
6086,NEW YORK,NY,"1325 AVENUE OF THE AMERICAS, SUITE 2103","C/O SADDLE POINT MANAGEMENT, L.P.",10019,0001835636,"Advanced Merger Partners, Inc.",NEW YORK,NY,"1325 AVENUE OF THE AMERICAS, SUITE 2103","C/O SADDLE POINT MANAGEMENT, L.P.",10019
6087,OAKLAND,CA,180 GRAND AVENUE,6TH FLOOR,94612,0001522540,"Marqeta, Inc.",OAKLAND,CA,180 GRAND AVENUE,6TH FLOOR,94612
6088,SOUTH SAN FRANCISCO,CA,260 LITTLEFIELD AVENUE,,94080,0001746473,"PLIANT THERAPEUTICS, INC.",SOUTH SAN FRANCISCO,CA,260 LITTLEFIELD AVENUE,,94080
6089,CAMBRIDGE,MA,25 FIRST STREET,2ND FLOOR,02141,0001404655,HUBSPOT INC,CAMBRIDGE,MA,25 FIRST STREET,2ND FLOOR,02141
6090,CORAL GABLES,FL,150 ALHAMBRA CIRCLE,SUITE 1200,33134,0001282224,"Dolphin Entertainment, Inc.",CORAL GABLES,FL,150 ALHAMBRA CIRCLE,SUITE 1200,33134
6091,CHICAGO,IL,333 WEST WACKER DRIVE,,60606,0001074769,NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND,CHICAGO,IL,333 WEST WACKER DRIVE,,60606
6092,KOWLOON,K3,"UNIT 04,16/F, TOWER 2 SILVERCORD,",30 CANTON ROAD,00000,0001520592,Lotus Bio-Technology Development Corp.,KOWLOON,K3,"UNIT 04,16/F, TOWER 2 SILVERCORD,",30 CANTON ROAD,00000
6093,TROY,MI,999 W BIG BEAVER RD,,48084,0000055135,KELLY SERVICES INC,TROY,MI,999 WEST BIG BEAVER RD,,48084
6094,FORT LAUDERDALE,FL,200 SW 1ST AVE,SUITE 1600,33301,0000350698,"AUTONATION, INC.",FORT LAUDERDALE,FL,200 SW 1ST AVE,SUITE 1600,33301
6095,GIBRALTAR,J1,"UNIT 5.3, MADISON BUILDING","MIDTOWN, QUEENSWAY",GX111AA,0001903870,Forafric Global PLC,GIBRALTAR,J1,"UNIT 5.3, MADISON BUILDING","MIDTOWN, QUEENSWAY",GX111AA
6096,BASKING RIDGE,NJ,"110 ALLEN ROAD, SUITE 401",,07920,0001504167,"Timber Pharmaceuticals, Inc.",BASKING RIDGE,NJ,"110 ALLEN ROAD, SUITE 401",,07920
6097,PURCHASE,NY,"1 MANHATTANVILLE ROAD, SUITE 202",,10577,0001499832,"Townsquare Media, Inc.",PURCHASE,NY,"1 MANHATTANVILLE ROAD, SUITE 202",,10577
6098,LOS ANGELES,CA,11766 WILSHIRE BLVD.,SUITE 1670,90025,0001452936,"Pacific Oak Strategic Opportunity REIT, Inc.",LOS ANGELES,CA,11766 WILSHIRE BLVD.,SUITE 1670,90025
6099,NASHVILLE,TN,257 WALLACE ROAD,,37211,0001484703,"Starfleet Innotech, Inc.",NEW YORK,NY,"124 EAST, 40TH STREET",,10016
6100,BLOOMINGTON,MN,1400 W. 94TH ST.,,55431,0000029644,DONALDSON Co INC,BLOOMINGTON,MN,1400 W 94TH STREET,,55431
6101,THE WOODLANDS,TX,2445 TECHNOLOGY FOREST BLVD,"BUILDING 4, FLOOR 12",77381,0001723089,ChampionX Corp,THE WOODLANDS,TX,2445 TECHNOLOGY FOREST BLVD,"BUILDING 4, FLOOR 12",77381
6102,WORTHINGTON,OH,C/O CFBANK,7000 N. HIGH ST.,43085,0001070680,CF BANKSHARES INC.,WORTHINGTON,OH,C/O CFBANK,7000 N. HIGH ST.,43085
6103,ONTARIO,A6,82 RICHMOND STREET EAST,TORONTO,M5C 1P1,0001407583,Bunker Hill Mining Corp.,ONTARIO,A6,82 RICHMOND STREET EAST,TORONTO,M5C 1P1
6104,ATLANTA,GA,RESURGENS PLAZA,"945 EAST PACES FERRY ROAD NE, STE 1600",30326,0001461755,"Atlantic Capital Bancshares, Inc.",ATLANTA,GA,RESURGENS PLAZA,"945 EAST PACES FERRY ROAD NE, STE 1600",30326
6105,RADNOR,PA,201 KING OF PRUSSIA ROAD,,19087,0001268884,CBRE GLOBAL REAL ESTATE INCOME FUND,RADNOR,PA,201 KING OF PRUSSIA ROAD,,19087
6106,NORTH READING,MA,600 RIVERPARK DRIVE,,01864,0000097210,"TERADYNE, INC",NORTH READING,MA,600 RIVERPARK DRIVE,,01864
6107,NEW YORK,NY,477 MADISON AVENUE,,10022,0001851961,Concord Acquisition Corp III,NEW YORK,NY,477 MADISON AVENUE,,10022
6108,DEWITT,NY,5790 WIDEWATERS PKWY,,13214,0000723188,"COMMUNITY BANK SYSTEM, INC.",DEWITT,NY,5790 WIDEWATERS PARKWAY,,13214
6109,LAS VEGAS,NV,3780 W RICHMAR AVE,,89139,0000841533,"SADDLE RANCH MEDIA, INC.",LAS VEGAS,NV,3780 W RICHMAR AVE,,89139
6110,MENLO PARK,CA,2744 SAND HILL ROAD,,94025,0001854149,Decarbonization Plus Acquisition Corp V,MENLO PARK,CA,2744 SAND HILL ROAD,,94025
6111,"GANGNAM-GU, SEOUL",M5,POSCO CENTER,440 TEHERAN-RO,06194,0000889132,POSCO HOLDINGS INC.,"GANGNAM-GU, SEOUL",M5,POSCO CENTER,440 TEHERAN-RO,06194
6112,GOLETA,CA,75 CASTILIAN DRIVE,,93117,0001715768,"Transphorm, Inc.",GOLETA,CA,75 CASTILIAN DRIVE,,93117
6113,SAN DIEGO,CA,4995 MURPHY CANYON ROAD,SUITE 300,92123,0001080657,"Presidio Property Trust, Inc.",SAN DIEGO,CA,4995 MURPHY CANYON ROAD,SUITE 300,92123
6114,MINNEAPOLIS,MN,UNITEDHEALTH GROUP CENTER,9900 BREN ROAD EAST,55343,0000731766,UNITEDHEALTH GROUP INC,MINNETONKA,MN,9900 BREN ROAD EAST,,55343
6115,BRIDGEWATER,NJ,1200 ROUTE 22 EAST,,08807,0001861657,Hillstream BioPharma Inc.,CHESTER,NJ,245 MAIN STREET,SUITE 204,07930
6116,IRVING,TX,5205 N. O'CONNOR BOULEVARD,SUITE 100,75039,0000018230,CATERPILLAR INC,IRVING,TX,5205 N. O'CONNOR BOULEVARD,SUITE 100,75039
6117,LUXEMBOURG,N4,"26, BOULEVARD ROYAL",4TH FLOOR,L-2449,0001342874,Ternium S.A.,LUXEMBOURG,N4,"26, BOULEVARD ROYAL",4TH FLOOR,L-2449
6118,CHICAGO,IL,"NUVEEN INVESTMENTS, INC.",333 WEST WACKER DRIVE,60606,0001195737,Nuveen AMT-Free Quality Municipal Income Fund,CHICAGO,IL,"NUVEEN INVESTMENTS, INC.",333 WEST WACKER DRIVE,60606
6119,GRAND CAYMAN,E9,MAPLES CORPORATE SERVICES,"PO BOX 309, UGLAND HOUSE",KY1-1104,0001844149,Perception Capital Corp. II,GRAND CAYMAN,E9,MAPLES CORPORATE SERVICES,"PO BOX 309, UGLAND HOUSE",KY1-1104
6120,BERLIN,2M,KOHLFURTER STRASSE 41/43,,10999,0001705338,Spark Networks SE,BERLIN,2M,KOHLFURTER STRASSE 41/43,,10999
6121,OSAKA,M0,"1-8, DOSHOMACHI 3-CHOME",CHUO-KU,541-0045,0001281721,SHIONOGI & CO LTD,,,,,
6122,MCLEAN,VA,ATTN: TREASURY DEPT.,"1600 TYSONS BLVD, #1400",22102,0001032220,"MAXIMUS, INC.",MCLEAN,VA,ATTN: TREASURY DEPT.,"1600 TYSONS BLVD, #1400",22102
6123,DORAL,FL,2301 NW 87TH AVENUE,,33172,0001901637,"USCB FINANCIAL HOLDINGS, INC.",DORAL,FL,2301 NW 87TH AVENUE,,33172
6124,DULLES,VA,20701 COOPERATIVE WAY,,20166-6691,0000070502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,DULLES,VA,20701 COOPERATIVE WAY,,20166-6691
6125,DALLAS,TX,3200 OLYMPUS BLVD.,SUITE 100,75019,0001068875,"BLUCORA, INC.",DALLAS,TX,3200 OLYMPUS BLVD.,SUITE 100,75019
